order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,delivery_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_risk_flag,total_complaints,avg_resolution_days,avg_compensation
o00443,c0378,parcel,2025-10-20 00:06:00,12,north,riverside,medium,63.8,app,1,dl00294,d093,v100,h08,2025-10-20 02:48:00,2025-10-20 11:47:02.861673,ontime,12.21,0,0,4.39,15.82,1,2.0,8.5,8.135
o00444,c0319,retail,2025-08-30 18:29:00,4,west,airport,medium,23.99,phone,0,dl00850,d060,v055,h05,2025-08-30 19:20:00,2025-08-30 22:59:39.779090,ontime,4.26,4,0,4.32,8.71,1,0.0,0.0,0.0
o00445,c0054,passenger,2025-04-18 22:53:00,2,south,riverside,high,68.98,app,0,dl00261,d051,v079,h02,2025-04-19 01:20:00,2025-04-19 11:53:50.948058,failed,10.73,1,1,3.18,9.58,1,1.0,12.0,0.0
o00446,c0172,passenger,2025-03-22 13:30:00,12,airport,east,medium,233.36,web,0,dl00519,d096,v065,h07,2025-03-22 14:42:00,2025-03-22 21:54:23.825692,ontime,29.8,2,0,4.04,10.84,1,0.0,0.0,0.0
o00448,c0487,medical,2025-02-11 15:08:00,4,central,north,low,68.78,web,0,dl00551,d108,v114,h04,2025-02-11 16:05:00,2025-02-11 19:11:25.139103,ontime,18.74,3,0,4.79,21.38,1,0.0,0.0,0.0
o00449,c0544,passenger,2025-06-08 00:42:00,2,north,airport,low,102.53,app,0,dl00485,d121,v061,h03,2025-06-08 03:10:00,2025-06-08 01:22:24.218429,ontime,16.11,1,0,1.99,12.64,1,0.0,0.0,0.0
o00450,c0527,retail,2024-08-25 23:12:00,2,riverside,riverside,low,31.33,app,0,dl00181,d073,v014,h02,2024-08-25 23:47:00,2024-08-25 23:58:42.961492,ontime,12.74,1,0,5.0,14.37,1,0.0,0.0,0.0
o00451,c0012,retail,2025-02-15 17:02:00,12,east,riverside,critical,97.23,phone,0,dl00083,d053,v043,h05,2025-02-15 18:28:00,2025-02-16 13:33:28.440507,delayed,2.13,0,0,1.44,11.27,1,0.0,0.0,0.0
o00452,c0583,passenger,2025-11-27 09:35:00,2,central,central,medium,56.63,phone,1,dl00868,d104,v100,h04,2025-11-27 11:55:00,2025-11-28 00:09:06.530401,failed,6.57,1,0,3.69,18.09,1,1.0,14.0,32.48
o00453,c0224,retail,2024-12-04 12:49:00,6,south,west,medium,27.48,phone,0,dl00043,d110,v039,h07,2024-12-04 15:46:00,2024-12-04 20:31:28.589644,ontime,11.94,0,0,4.24,11.81,1,1.0,1.0,36.38
o00454,c0251,medical,2025-04-15 03:05:00,12,west,north,medium,51.66,app,0,dl00449,d047,v025,h07,2025-04-15 03:39:00,2025-04-15 16:29:42.050340,ontime,14.65,0,0,4.58,12.62,1,0.0,0.0,0.0
o00455,c0178,passenger,2024-08-14 02:36:00,6,airport,airport,high,144.79,app,0,dl00324,d042,v059,h07,2024-08-14 04:59:00,2024-08-14 10:11:51.273104,failed,21.07,1,0,3.21,12.52,1,1.0,7.0,20.69
o00456,c0124,parcel,2024-01-16 03:31:00,2,east,riverside,high,87.85,app,0,dl00674,d005,v078,h01,2024-01-16 04:57:00,2024-01-16 07:20:04.951071,ontime,12.96,1,0,4.96,8.1,1,0.0,0.0,0.0
o00457,c0396,parcel,2024-03-31 06:36:00,12,east,east,medium,123.49,app,0,dl00694,d087,v038,h05,2024-03-31 09:26:00,2024-04-01 08:43:50.348343,failed,14.66,0,1,1.68,13.68,1,0.0,0.0,0.0
o00458,c0546,parcel,2025-04-10 01:52:00,12,ctr,east,high,87.24,api,0,dl00469,d027,v042,h03,2025-04-10 03:03:00,2025-04-11 05:15:10.466183,delayed,12.11,0,0,3.8,16.42,1,1.0,16.0,15.85
o00459,c0478,retail,2025-11-28 06:45:00,24,south,south,low,203.99,app,0,dl00173,d131,v026,h08,2025-11-28 08:52:00,2025-11-29 15:17:47.295669,delayed,15.37,0,0,3.88,6.1,1,0.0,0.0,0.0
o00460,c0097,passenger,2024-12-09 15:55:00,4,central,north,low,72.35,web,0,dl00362,d156,v012,h04,2024-12-09 18:44:00,2024-12-09 19:57:19.363281,ontime,6.09,0,0,3.51,8.56,1,0.0,0.0,0.0
o00462,c0381,parcel,2025-03-03 18:08:00,6,riverside,east,medium,55.77,app,0,dl00195,d162,v028,h06,2025-03-03 20:56:00,2025-03-04 07:39:20.158477,delayed,13.0,1,0,1.04,10.71,1,0.0,0.0,0.0
o00463,c0370,medical,2025-02-20 01:55:00,2,east,central,low,96.83,app,0,dl00801,d151,v118,h07,2025-02-20 02:40:00,2025-02-20 04:53:27.043106,ontime,12.81,0,0,3.78,18.21,1,0.0,0.0,0.0
o00465,c0149,medical,2024-12-08 06:33:00,2,east,north,low,20.53,app,0,dl00198,d156,v111,h04,2024-12-08 07:33:00,2024-12-08 12:46:07.626495,delayed,8.01,0,0,3.38,10.98,1,0.0,0.0,0.0
o00466,c0028,business,2024-01-07 05:34:00,6,west,airport,high,88.87,web,0,dl00375,d102,v021,h05,2024-01-07 05:49:00,2024-01-07 11:01:08.925355,ontime,22.12,1,0,4.22,17.86,1,0.0,0.0,0.0
o00468,c0062,retail,2024-03-29 10:24:00,2,east,south,medium,22.82,app,0,dl00452,d125,v051,h01,2024-03-29 12:52:00,2024-03-29 14:01:48.798026,ontime,8.52,1,0,3.65,12.49,1,1.0,13.0,3.0
o00469,c0186,parcel,2024-09-18 21:54:00,4,east,east,low,92.55,app,0,dl00196,d111,v009,h08,2024-09-19 00:27:00,2024-09-19 00:29:59.873621,ontime,13.83,1,0,3.85,12.41,1,0.0,0.0,0.0
o00471,c0346,passenger,2025-06-07 13:43:00,6,east,airport,medium,69.38,web,0,dl00814,d123,v060,h04,2025-06-07 15:06:00,2025-06-07 20:22:06.341483,ontime,8.94,0,0,3.81,12.08,1,0.0,0.0,0.0
o00472,c0636,parcel,2024-02-22 09:19:00,4,south,riverside,medium,287.3,web,0,dl00125,d021,v109,h05,2024-02-22 10:05:00,2024-02-22 12:39:44.134262,ontime,14.25,3,0,3.68,12.59,1,0.0,0.0,0.0
o00473,c0266,medical,2024-09-11 12:51:00,2,east,airport,high,40.6,app,1,dl00607,d119,v059,h01,2024-09-11 14:41:00,2024-09-11 13:15:00.000000,ontime,1.35,0,0,4.72,7.33,1,0.0,0.0,0.0
o00474,c0029,medical,2025-03-22 17:16:00,2,airport,central,medium,283.42,phone,0,dl00368,d147,v067,h01,2025-03-22 20:07:00,2025-03-22 19:20:56.392732,ontime,35.4,2,0,3.94,18.88,1,0.0,0.0,0.0
o00476,c0078,passenger,2024-02-23 06:34:00,24,west,east,low,89.17,app,0,dl00549,d001,v094,h06,2024-02-23 06:45:00,2024-02-24 04:45:22.084547,ontime,10.11,0,0,4.67,14.59,1,1.0,25.0,42.71
o00477,c0441,passenger,2025-10-29 11:59:00,2,west,central,medium,189.25,phone,0,dl00723,d050,v108,h03,2025-10-29 14:40:00,2025-10-30 01:19:52.481280,delayed,6.67,2,1,3.25,17.41,1,0.0,0.0,0.0
o00478,c0521,medical,2025-04-20 21:31:00,2,west,south,critical,160.09,app,0,dl00197,d163,v053,h02,2025-04-21 00:07:00,2025-04-21 01:03:50.907972,ontime,11.17,0,0,5.0,2.84,1,0.0,0.0,0.0
o00482,c0268,retail,2025-11-10 01:46:00,6,east,west,medium,114.62,phone,0,dl00747,d008,v085,h08,2025-11-10 04:00:00,2025-11-10 08:22:40.558319,ontime,15.25,1,0,4.27,12.88,1,0.0,0.0,0.0
o00483,c0285,business,2024-11-17 00:34:00,1,riverside,north,medium,117.11,phone,0,dl00576,d133,v021,h08,2024-11-17 01:34:00,2024-11-17 16:32:57.970274,failed,13.83,1,0,5.0,16.98,1,2.0,4.0,14.495000000000001
o00484,c0152,parcel,2024-03-10 13:36:00,24,east,riverside,critical,134.61,app,0,dl00711,d028,v120,h08,2024-03-10 14:43:00,2024-03-11 13:39:05.378753,ontime,16.19,3,0,3.77,8.83,1,0.0,0.0,0.0
o00485,c0168,passenger,2024-11-27 01:17:00,1,north,ctr,high,95.19,api,0,dl00291,d100,v068,h04,2024-11-27 02:51:00,2024-11-27 04:40:02.445388,ontime,17.86,1,0,3.97,19.28,1,1.0,13.0,24.03
o00486,c0316,retail,2024-08-12 14:18:00,2,central,north,high,50.89,app,0,dl00624,d110,v098,h02,2024-08-12 17:01:00,2024-08-12 18:38:04.590348,ontime,19.21,0,0,4.04,15.84,1,0.0,0.0,0.0
o00488,c0050,medical,2025-08-29 19:29:00,4,north,south,low,111.27,phone,0,dl00381,d015,v005,h05,2025-08-29 19:57:00,2025-08-30 01:45:13.017030,ontime,11.24,0,0,5.0,10.97,1,0.0,0.0,0.0
o00491,c0460,business,2024-07-03 13:54:00,1,south,west,critical,41.62,app,1,dl00553,d090,v066,h02,2024-07-03 16:22:00,2024-07-03 15:00:56.724747,ontime,13.19,2,0,4.66,10.34,1,0.0,0.0,0.0
o00492,c0243,retail,2025-10-16 03:03:00,6,west,south,critical,70.04,app,0,dl00273,d071,v049,h01,2025-10-16 03:34:00,2025-10-16 06:45:29.870072,ontime,9.75,0,0,2.95,14.1,1,0.0,0.0,0.0
o00493,c0370,parcel,2024-05-20 02:52:00,6,east,north,critical,55.91,web,0,dl00179,d016,v094,h08,2024-05-20 04:07:00,2024-05-20 19:35:01.117107,delayed,9.15,1,0,2.32,12.14,1,0.0,0.0,0.0
o00494,c0304,parcel,2025-09-02 15:11:00,1,east,airport,medium,50.08,app,0,dl00272,d132,v028,h05,2025-09-02 15:53:00,2025-09-02 15:52:14.905393,ontime,21.67,1,0,4.27,20.58,1,0.0,0.0,0.0
o00495,c0590,passenger,2024-01-15 23:35:00,6,east,south,low,133.15,app,0,dl00308,d146,v046,h01,2024-01-16 01:13:00,2024-01-16 07:46:08.760014,ontime,8.6,0,0,3.55,10.89,1,0.0,0.0,0.0
o00496,c0627,passenger,2024-06-17 15:14:00,4,south,airport,critical,117.66,app,0,dl00428,d109,v073,h07,2024-06-17 16:14:00,2024-06-17 19:20:06.689019,ontime,10.72,0,0,4.32,7.53,1,1.0,7.0,33.83
o00497,c0631,medical,2025-11-21 23:43:00,12,south,ctr,low,169.24,app,0,dl00358,d022,v005,h02,2025-11-22 01:45:00,2025-11-23 02:04:47.304047,delayed,19.28,1,0,3.57,14.5,1,0.0,0.0,0.0
o00498,c0081,retail,2024-10-28 06:34:00,4,south,ctr,medium,68.95,web,0,dl00632,d076,v084,h07,2024-10-28 08:11:00,2024-10-28 19:29:17.658601,delayed,13.26,0,0,1.74,14.75,1,0.0,0.0,0.0
o00499,c0198,passenger,2024-06-11 04:49:00,4,east,central,medium,62.77,phone,0,dl00314,d078,v092,h08,2024-06-11 07:00:00,2024-06-11 09:11:43.991103,ontime,5.63,2,0,4.16,6.47,1,0.0,0.0,0.0
o00500,c0131,retail,2024-07-30 16:06:00,12,north,west,low,64.83,app,0,dl00326,d137,v103,h07,2024-07-30 17:04:00,2024-07-31 05:16:59.302762,ontime,17.24,0,0,4.02,17.18,1,0.0,0.0,0.0
o00502,c0169,parcel,2024-04-03 01:26:00,4,riverside,south,medium,61.9,app,0,dl00404,d049,v025,h02,2024-04-03 03:48:00,2024-04-03 04:25:17.871676,ontime,7.84,0,0,3.14,11.38,1,0.0,0.0,0.0
o00503,c0242,passenger,2024-08-17 21:53:00,6,central,riverside,low,41.14,web,0,dl00424,d061,v007,h08,2024-08-18 00:53:00,2024-08-18 03:41:51.773806,ontime,8.14,1,0,5.0,14.49,1,0.0,0.0,0.0
o00505,c0319,retail,2025-03-29 21:27:00,12,airport,west,high,84.65,web,0,dl00343,d015,v012,h04,2025-03-29 21:38:00,2025-03-30 10:54:47.382876,ontime,34.31,1,0,2.98,15.09,1,0.0,0.0,0.0
o00507,c0484,parcel,2025-12-13 04:02:00,4,south,west,medium,62.89,app,0,dl00235,d022,v109,h05,2025-12-13 06:42:00,2025-12-14 03:05:08.091772,failed,18.87,0,0,3.68,19.15,1,0.0,0.0,0.0
o00509,c0535,retail,2024-08-26 18:51:00,1,east,central,medium,160.38,phone,0,dl00517,d104,v088,h08,2024-08-26 19:01:00,2024-08-26 19:33:26.376954,ontime,14.73,4,0,4.99,16.75,1,0.0,0.0,0.0
o00510,c0477,medical,2024-11-22 22:35:00,4,west,west,medium,170.3,nan,0,dl00377,d075,v113,h07,2024-11-23 00:12:00,2024-11-23 15:31:47.790489,failed,5.45,4,0,2.23,10.45,1,0.0,0.0,0.0
o00511,c0119,parcel,2024-06-06 09:58:00,24,west,west,high,150.89,api,0,dl00467,d078,v067,h05,2024-06-06 11:55:00,2024-06-07 08:33:53.897421,ontime,14.94,1,0,3.76,7.49,1,2.0,8.0,10.03
o00512,c0242,parcel,2024-09-21 10:35:00,4,north,central,critical,10.74,app,0,dl00859,d164,v052,h05,2024-09-21 11:04:00,2024-09-21 23:34:35.779917,delayed,24.2,0,1,5.0,13.25,1,1.0,16.0,54.34
o00513,c0202,passenger,2024-08-07 04:51:00,4,west,south,high,111.28,phone,1,dl00219,d087,v118,h07,2024-08-07 05:33:00,2024-08-07 09:00:38.553343,ontime,14.41,1,0,4.59,12.65,1,0.0,0.0,0.0
o00514,c0280,passenger,2025-11-12 07:25:00,2,east,central,low,126.79,phone,0,dl00707,d022,v013,h02,2025-11-12 08:13:00,2025-11-12 07:49:00.000000,ontime,9.89,1,0,4.15,16.04,1,0.0,0.0,0.0
o00515,c0578,retail,2024-02-03 10:24:00,6,north,north,medium,65.74,phone,0,dl00676,d033,v027,h05,2024-02-03 12:39:00,2024-02-03 16:14:23.609063,ontime,3.67,1,0,3.87,10.33,1,1.0,7.0,10.81
o00516,c0473,passenger,2024-06-08 20:18:00,2,south,east,medium,117.13,app,0,dl00635,d053,v062,h06,2024-06-08 22:52:00,2024-06-09 07:32:45.394984,failed,13.35,1,0,3.18,14.1,1,0.0,0.0,0.0
o00518,c0112,medical,2025-12-11 02:12:00,12,north,east,high,61.85,web,0,dl00229,d050,v036,h02,2025-12-11 02:26:00,2025-12-11 13:40:02.515856,ontime,14.89,0,0,3.97,13.89,1,0.0,0.0,0.0
o00519,c0437,passenger,2025-04-20 04:46:00,2,south,riverside,low,47.89,phone,0,dl00468,d150,v022,h03,2025-04-20 06:37:00,2025-04-20 05:10:00.000000,ontime,19.78,0,0,3.78,19.89,1,0.0,0.0,0.0
o00520,c0539,passenger,2024-07-07 13:21:00,2,central,airport,low,36.42,app,0,dl00727,d164,v080,h08,2024-07-07 13:40:00,2024-07-07 21:11:10.422460,delayed,5.25,0,0,3.43,3.23,1,1.0,7.0,8.32
o00521,c0109,parcel,2025-11-26 12:07:00,1,airport,south,high,76.48,web,0,dl00059,d027,v088,h05,2025-11-26 14:07:00,2025-11-26 18:49:47.422787,delayed,36.28,3,0,3.11,17.45,1,0.0,0.0,0.0
o00522,c0594,passenger,2024-02-09 11:07:00,24,riverside,central,medium,152.25,phone,0,dl00460,d026,v103,h05,2024-02-09 11:26:00,2024-02-10 12:31:24.364078,ontime,14.04,1,0,3.86,13.03,1,0.0,0.0,0.0
o00523,c0181,medical,2025-11-04 06:41:00,6,airport,airport,low,82.31,web,1,dl00686,d083,v002,h08,2025-11-04 08:01:00,2025-11-04 12:17:37.381306,ontime,24.04,3,0,5.0,12.99,1,0.0,0.0,0.0
o00524,c0052,passenger,2025-06-20 16:04:00,4,airport,riverside,medium,40.41,app,1,dl00290,d035,v083,h03,2025-06-20 16:54:00,2025-06-20 19:14:45.474692,ontime,30.93,0,0,5.0,19.1,1,0.0,0.0,0.0
o00526,c0630,parcel,2024-01-19 15:56:00,4,airport,west,low,69.63,app,0,dl00592,d146,v001,h04,2024-01-19 17:17:00,2024-01-19 20:32:43.768544,ontime,17.21,2,0,4.58,20.05,1,0.0,0.0,0.0
o00527,c0203,parcel,2024-04-05 06:31:00,6,south,airport,medium,65.29,app,1,dl00136,d032,v106,h06,2024-04-05 06:41:00,2024-04-05 11:08:14.223396,ontime,4.06,1,0,4.45,5.7,1,0.0,0.0,0.0
o00528,c0152,passenger,2024-10-13 09:38:00,12,central,ctr,medium,126.48,app,0,dl00677,d001,v036,h03,2024-10-13 11:51:00,2024-10-13 21:30:51.369530,ontime,18.36,2,0,3.82,10.56,1,0.0,0.0,0.0
o00530,c0618,medical,2024-03-31 06:08:00,4,airport,north,low,45.66,app,1,dl00717,d106,v016,h01,2024-03-31 08:10:00,2024-03-31 16:23:04.187319,delayed,28.07,3,0,4.26,17.52,1,0.0,0.0,0.0
o00531,c0013,business,2025-04-26 08:49:00,24,airport,airport,high,157.07,app,0,dl00276,d119,v014,h02,2025-04-26 10:59:00,2025-04-27 08:38:51.218057,ontime,30.31,2,0,4.17,18.74,1,1.0,16.0,9.98
o00533,c0338,retail,2024-11-03 01:37:00,4,ctr,north,medium,74.26,app,0,dl00479,d091,v047,h01,2024-11-03 02:54:00,2024-11-03 19:36:46.278515,delayed,3.46,0,0,1.0,14.35,1,0.0,0.0,0.0
o00534,c0159,parcel,2025-09-05 03:00:00,2,airport,ctr,critical,188.05,app,1,dl00050,d065,v046,h06,2025-09-05 05:03:00,2025-09-05 03:24:00.000000,ontime,26.85,0,0,5.0,14.34,1,0.0,0.0,0.0
o00535,c0093,retail,2024-12-18 06:09:00,6,riverside,riverside,medium,24.09,app,0,dl00280,d037,v010,h03,2024-12-18 08:55:00,nan,ontime,13.44,1,0,4.63,15.09,1,0.0,0.0,0.0
o00536,c0372,medical,2025-11-03 09:03:00,12,west,central,low,204.12,web,1,dl00789,d103,v031,h06,2025-11-03 11:23:00,2025-11-04 12:13:51.444514,failed,15.28,3,1,3.03,11.56,1,0.0,0.0,0.0
o00537,c0153,business,2024-06-25 10:22:00,6,central,ctr,medium,50.23,web,1,dl00548,d132,v039,h05,2024-06-25 11:02:00,2024-06-25 18:55:41.523219,failed,10.4,1,0,3.34,11.4,1,0.0,0.0,0.0
o00538,c0377,business,2025-04-05 15:15:00,1,west,ctr,high,50.6,app,0,dl00601,d166,v091,h08,2025-04-05 17:41:00,2025-04-05 16:25:34.808924,ontime,8.52,1,0,3.0,10.47,1,0.0,0.0,0.0
o00539,c0098,business,2024-12-03 23:23:00,6,ctr,east,high,167.91,app,0,dl00402,d037,v005,h03,2024-12-04 02:08:00,2024-12-04 04:09:15.722168,ontime,10.83,0,0,5.0,9.69,1,0.0,0.0,0.0
o00542,c0504,passenger,2025-07-26 14:06:00,4,central,east,low,76.58,app,1,dl00039,d090,v034,h08,2025-07-26 15:58:00,2025-07-27 04:22:45.664955,failed,17.13,1,0,2.51,16.3,1,0.0,0.0,0.0
o00543,c0468,passenger,2025-07-18 03:50:00,4,airport,riverside,medium,68.06,app,0,dl00533,d135,v002,h08,2025-07-18 06:49:00,2025-07-18 18:51:59.960350,failed,34.15,2,0,2.69,21.32,1,0.0,0.0,0.0
o00544,c0212,retail,2024-06-14 19:25:00,24,central,west,low,53.15,phone,0,dl00243,d099,v079,h04,2024-06-14 20:33:00,2024-06-15 20:11:53.741981,ontime,14.39,1,0,4.52,10.27,1,1.0,3.0,52.43
o00547,c0640,retail,2024-04-09 13:41:00,24,central,south,high,43.73,app,0,dl00126,d159,v001,h07,2024-04-09 14:36:00,2024-04-10 19:11:28.149157,delayed,17.68,0,0,2.6,10.92,1,0.0,0.0,0.0
o00549,c0119,business,2025-08-14 11:04:00,6,east,west,medium,86.89,phone,0,dl00899,d129,v040,h08,2025-08-14 11:47:00,2025-08-14 19:36:01.656848,ontime,5.78,2,0,3.72,9.14,1,0.0,0.0,0.0
o00550,c0502,business,2025-01-18 23:42:00,24,central,riverside,medium,64.79,web,1,dl00647,d067,v001,h02,2025-01-19 02:17:00,2025-01-19 23:38:11.164766,ontime,8.7,1,0,4.52,10.41,1,0.0,0.0,0.0
o00551,c0317,retail,2024-06-16 11:10:00,6,ctr,east,high,82.67,phone,0,dl00648,d143,v045,h02,2024-06-16 13:01:00,2024-06-16 16:08:30.294842,ontime,9.21,0,0,4.43,14.38,1,1.0,11.0,11.99
o00552,c0341,passenger,2025-11-09 02:21:00,4,riverside,south,low,76.7,app,0,dl00214,d096,v010,h04,2025-11-09 03:20:00,2025-11-09 06:33:06.774900,ontime,6.09,0,0,3.02,7.3,1,0.0,0.0,0.0
o00554,c0117,medical,2025-05-06 09:09:00,2,airport,riverside,high,129.89,app,0,dl00052,d168,v020,h08,2025-05-06 10:37:00,2025-05-06 20:57:25.303009,delayed,26.380000000000003,1,1,2.52,24.54,1,0.0,0.0,0.0
o00556,c0643,business,2024-09-01 03:09:00,2,riverside,airport,medium,101.94,app,1,dl00500,d017,v063,h02,2024-09-01 03:37:00,2024-09-01 05:39:15.173184,ontime,6.73,1,0,3.72,11.11,1,0.0,0.0,0.0
o00559,c0167,business,2025-04-24 07:10:00,12,north,east,medium,107.27,phone,0,dl00117,d080,v119,h06,2025-04-24 08:49:00,2025-04-24 23:39:56.698972,delayed,11.84,0,1,2.46,17.91,1,0.0,0.0,0.0
o00560,c0260,passenger,2025-08-05 17:02:00,6,riverside,east,medium,62.52,web,1,dl00683,d102,v008,h03,2025-08-05 18:41:00,2025-08-06 09:14:19.454661,delayed,21.04,0,0,2.52,19.01,1,0.0,0.0,0.0
o00561,c0595,retail,2025-06-02 08:23:00,4,central,airport,high,86.87,app,0,dl00355,d162,v106,h07,2025-06-02 10:12:00,2025-06-02 18:34:59.818071,delayed,7.43,1,0,3.96,12.85,1,1.0,1.0,13.57
o00562,c0382,passenger,2024-07-21 09:25:00,4,east,west,medium,241.72,nan,0,dl00470,d004,v120,h08,2024-07-21 10:43:00,2024-07-21 14:49:27.695889,ontime,3.36,2,0,3.97,13.27,1,0.0,0.0,0.0
o00564,c0535,retail,2024-09-02 23:55:00,12,north,ctr,medium,59.68,app,0,dl00425,d070,v090,h04,2024-09-03 00:37:00,2024-09-03 11:49:53.800069,ontime,13.09,1,0,4.82,4.86,1,0.0,0.0,0.0
o00565,c0600,parcel,2025-07-01 16:15:00,1,north,south,low,155.2,phone,0,dl00940,d133,v066,h04,2025-07-01 17:56:00,2025-07-01 23:29:07.302926,delayed,16.19,1,0,2.58,7.05,1,0.0,0.0,0.0
o00566,c0455,parcel,2024-04-07 00:06:00,6,ctr,central,medium,97.68,phone,0,dl00839,d078,v096,h03,2024-04-07 01:03:00,2024-04-07 13:40:24.565912,failed,7.89,2,1,1.65,11.74,1,0.0,0.0,0.0
o00567,c0144,retail,2024-02-24 15:50:00,24,south,riverside,low,33.6,phone,0,dl00062,d061,v007,h02,2024-02-24 16:31:00,2024-02-25 15:31:54.277282,ontime,1.2,0,0,5.0,7.32,1,0.0,0.0,0.0
o00568,c0412,passenger,2025-12-19 18:13:00,6,central,riverside,medium,119.95,phone,0,dl00066,d118,v083,h01,2025-12-19 20:41:00,2025-12-20 00:15:32.806881,ontime,22.39,0,0,4.03,18.25,1,0.0,0.0,0.0
o00572,c0202,parcel,2025-02-06 19:33:00,4,west,riverside,high,134.79,app,1,dl00550,d110,v065,h01,2025-02-06 21:04:00,2025-02-07 00:38:52.069531,ontime,14.34,2,0,4.69,12.06,1,0.0,0.0,0.0
o00574,c0110,retail,2024-05-03 02:42:00,6,riverside,north,medium,59.99,app,0,dl00926,d031,v046,h03,2024-05-03 03:01:00,2024-05-03 07:58:56.374915,ontime,14.82,2,0,4.64,15.12,1,1.0,14.0,11.53
o00575,c0179,retail,2025-08-15 06:14:00,12,riverside,riverside,medium,30.5,phone,0,dl00367,d128,v106,h02,2025-08-15 07:04:00,2025-08-15 20:10:40.282041,delayed,3.02,0,0,2.94,16.73,1,0.0,0.0,0.0
o00577,c0641,parcel,2025-06-09 22:52:00,2,airport,east,high,16.62,phone,1,dl00887,d155,v097,h02,2025-06-09 23:14:00,2025-06-10 01:19:26.467155,ontime,29.9,0,0,4.18,18.94,1,0.0,0.0,0.0
o00578,c0639,retail,2024-03-04 07:04:00,4,ctr,central,high,18.53,app,0,dl00102,d031,v022,h02,2024-03-04 09:56:00,2024-03-04 13:51:57.810092,delayed,9.18,0,0,3.08,11.31,1,0.0,0.0,0.0
o00579,c0624,medical,2025-09-05 10:06:00,4,airport,south,low,24.91,phone,0,dl00093,d028,v032,h05,2025-09-05 12:14:00,2025-09-05 12:49:10.392527,ontime,19.68,3,0,3.69,18.64,1,0.0,0.0,0.0
o00580,c0461,retail,2024-02-12 06:39:00,1,west,riverside,critical,78.71,app,0,dl00709,d125,v020,h02,2024-02-12 07:41:00,2024-02-12 10:11:17.170153,delayed,14.43,1,1,4.39,8.47,1,0.0,0.0,0.0
o00582,c0275,parcel,2024-11-06 10:05:00,2,south,central,medium,48.36,phone,0,dl00325,d108,v001,h08,2024-11-06 12:05:00,2024-11-06 11:51:52.065126,ontime,14.87,0,0,5.0,14.0,1,0.0,0.0,0.0
o00583,c0469,retail,2025-04-17 18:58:00,6,south,riverside,medium,89.45,web,1,dl00175,d036,v118,h03,2025-04-17 21:40:00,2025-04-18 00:57:45.636508,ontime,15.62,1,0,3.93,9.26,1,0.0,0.0,0.0
o00584,c0377,retail,2024-07-06 00:20:00,6,airport,west,medium,137.29,app,0,dl00305,d028,v045,h06,2024-07-06 01:06:00,2024-07-06 04:24:49.446131,ontime,27.25,0,0,3.81,15.04,1,0.0,0.0,0.0
o00585,c0160,medical,2025-02-25 13:02:00,1,south,riverside,medium,215.96,web,1,dl00644,d097,v119,h01,2025-02-25 14:04:00,2025-02-26 01:40:11.748100,failed,6.36,0,0,3.11,13.31,1,0.0,0.0,0.0
o00586,c0421,parcel,2024-03-31 07:09:00,12,central,west,critical,31.49,nan,0,dl00930,d016,v022,h07,2024-03-31 08:04:00,2024-03-31 20:40:39.951924,ontime,9.03,0,0,4.04,9.23,1,1.0,7.0,45.85
o00588,c0515,passenger,2024-06-03 11:49:00,4,airport,airport,low,236.46,web,0,dl00584,d043,v103,h05,2024-06-03 13:36:00,2024-06-03 14:45:41.100373,ontime,23.9,1,0,3.7,12.24,1,1.0,7.0,20.04
o00589,c0344,parcel,2024-05-23 06:12:00,6,riverside,central,high,81.6,phone,0,dl00619,d146,v070,h08,2024-05-23 06:26:00,2024-05-24 04:08:02.677492,failed,9.01,0,0,3.44,9.46,1,0.0,0.0,0.0
o00592,c0563,business,2025-05-06 01:31:00,2,riverside,east,low,220.79,phone,0,dl00941,d125,v044,h03,2025-05-06 03:42:00,2025-05-06 06:05:21.290861,ontime,13.31,1,0,3.8,13.15,1,0.0,0.0,0.0
o00593,c0406,passenger,2025-06-22 10:58:00,1,central,riverside,high,63.86,phone,0,dl00339,d073,v111,h04,2025-06-22 11:57:00,2025-06-22 16:52:49.829827,delayed,4.33,0,0,1.57,12.76,1,0.0,0.0,0.0
o00594,c0116,retail,2024-03-11 19:40:00,4,central,east,medium,149.86,app,1,dl00221,d151,v092,h02,2024-03-11 21:43:00,2024-03-11 22:58:44.220273,ontime,12.09,3,0,3.25,11.03,1,1.0,9.0,18.405
o00595,c0377,business,2024-03-05 06:55:00,12,south,airport,medium,71.08,app,1,dl00360,d100,v062,h02,2024-03-05 07:09:00,2024-03-06 01:44:19.453287,delayed,12.5,1,0,2.59,21.14,1,0.0,0.0,0.0
o00596,c0394,parcel,2025-10-02 01:54:00,12,south,east,low,119.64,app,0,dl00105,d020,v043,h01,2025-10-02 04:09:00,2025-10-02 10:54:51.626370,ontime,18.52,0,0,3.73,20.45,1,0.0,0.0,0.0
